faq_id,question,answer,intent,source,last_updated
UNK0048,What is the weather today? variation 48,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0049,Explain quantum physics variation 49,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0050,What is the capital of France? variation 50,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0051,Tell me a joke variation 51,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0052,Write a poem variation 52,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0053,What is AI? variation 53,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0054,How to cook pasta? variation 54,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0055,Book a flight variation 55,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0056,What is blockchain? variation 56,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0057,Who won the World Cup? variation 57,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0058,What is the weather today? variation 58,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0059,Explain quantum physics variation 59,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0060,What is the capital of France? variation 60,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0061,Tell me a joke variation 61,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0062,Write a poem variation 62,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0063,What is AI? variation 63,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0064,How to cook pasta? variation 64,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0065,Book a flight variation 65,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0066,What is blockchain? variation 66,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0067,Who won the World Cup? variation 67,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0068,What is the weather today? variation 68,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0069,Explain quantum physics variation 69,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0070,What is the capital of France? variation 70,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0071,Tell me a joke variation 71,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0072,Write a poem variation 72,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0073,What is AI? variation 73,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0074,How to cook pasta? variation 74,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0075,Book a flight variation 75,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0076,What is blockchain? variation 76,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0077,Who won the World Cup? variation 77,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0078,What is the weather today? variation 78,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0079,Explain quantum physics variation 79,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0080,What is the capital of France? variation 80,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0081,Tell me a joke variation 81,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0082,Write a poem variation 82,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0083,What is AI? variation 83,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0084,How to cook pasta? variation 84,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0085,Book a flight variation 85,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0086,What is blockchain? variation 86,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0087,Who won the World Cup? variation 87,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0088,What is the weather today? variation 88,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0089,Explain quantum physics variation 89,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0090,What is the capital of France? variation 90,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0091,Tell me a joke variation 91,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0092,Write a poem variation 92,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0093,What is AI? variation 93,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0094,How to cook pasta? variation 94,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0095,Book a flight variation 95,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0096,What is blockchain? variation 96,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0097,Who won the World Cup? variation 97,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0098,What is the weather today? variation 98,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0099,Explain quantum physics variation 99,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0100,What is the capital of France? variation 100,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0101,Tell me a joke variation 101,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0102,Write a poem variation 102,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0103,What is AI? variation 103,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0104,How to cook pasta? variation 104,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0105,Book a flight variation 105,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0106,What is blockchain? variation 106,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0107,Who won the World Cup? variation 107,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0108,What is the weather today? variation 108,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0109,Explain quantum physics variation 109,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0110,What is the capital of France? variation 110,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0111,Tell me a joke variation 111,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0112,Write a poem variation 112,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0113,What is AI? variation 113,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0114,How to cook pasta? variation 114,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0115,Book a flight variation 115,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0116,What is blockchain? variation 116,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0117,Who won the World Cup? variation 117,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0118,What is the weather today? variation 118,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0119,Explain quantum physics variation 119,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0120,What is the capital of France? variation 120,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0121,Tell me a joke variation 121,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0122,Write a poem variation 122,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0123,What is AI? variation 123,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0124,How to cook pasta? variation 124,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0125,Book a flight variation 125,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0126,What is blockchain? variation 126,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0127,Who won the World Cup? variation 127,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0128,What is the weather today? variation 128,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0129,Explain quantum physics variation 129,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0130,What is the capital of France? variation 130,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0131,Tell me a joke variation 131,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0132,Write a poem variation 132,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0133,What is AI? variation 133,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0134,How to cook pasta? variation 134,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0135,Book a flight variation 135,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0136,What is blockchain? variation 136,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0137,Who won the World Cup? variation 137,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0138,What is the weather today? variation 138,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0139,Explain quantum physics variation 139,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0140,What is the capital of France? variation 140,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0141,Tell me a joke variation 141,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0142,Write a poem variation 142,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0143,What is AI? variation 143,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0144,How to cook pasta? variation 144,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0145,Book a flight variation 145,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0146,What is blockchain? variation 146,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0147,Who won the World Cup? variation 147,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0148,What is the weather today? variation 148,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0149,Explain quantum physics variation 149,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0150,What is the capital of France? variation 150,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0151,Tell me a joke variation 151,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0152,Write a poem variation 152,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0153,What is AI? variation 153,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0154,How to cook pasta? variation 154,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0155,Book a flight variation 155,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0156,What is blockchain? variation 156,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0157,Who won the World Cup? variation 157,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0158,What is the weather today? variation 158,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0159,Explain quantum physics variation 159,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0160,What is the capital of France? variation 160,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0161,Tell me a joke variation 161,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0162,Write a poem variation 162,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0163,What is AI? variation 163,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0164,How to cook pasta? variation 164,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0165,Book a flight variation 165,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0166,What is blockchain? variation 166,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0167,Who won the World Cup? variation 167,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0168,What is the weather today? variation 168,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0169,Explain quantum physics variation 169,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0170,What is the capital of France? variation 170,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0171,Tell me a joke variation 171,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0172,Write a poem variation 172,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0173,What is AI? variation 173,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0174,How to cook pasta? variation 174,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0175,Book a flight variation 175,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0176,What is blockchain? variation 176,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0177,Who won the World Cup? variation 177,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0178,What is the weather today? variation 178,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0179,Explain quantum physics variation 179,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0180,What is the capital of France? variation 180,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0181,Tell me a joke variation 181,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0182,Write a poem variation 182,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0183,What is AI? variation 183,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0184,How to cook pasta? variation 184,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0185,Book a flight variation 185,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0186,What is blockchain? variation 186,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0187,Who won the World Cup? variation 187,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0188,What is the weather today? variation 188,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0189,Explain quantum physics variation 189,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0190,What is the capital of France? variation 190,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0191,Tell me a joke variation 191,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0192,Write a poem variation 192,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0193,What is AI? variation 193,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0194,How to cook pasta? variation 194,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0195,Book a flight variation 195,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0196,What is blockchain? variation 196,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0197,Who won the World Cup? variation 197,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0198,What is the weather today? variation 198,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0199,Explain quantum physics variation 199,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
UNK0200,What is the capital of France? variation 200,I am not fully sure. Please rephrase your question or contact support.,unknown,synthetic,2026-04-09
